author,title,pages,year,link_open_access,link_publisher,proceedings_uri,paper_uri,source_uri,keywords,abstract,uri_me,category,source,EOL
"Pascal Auillans, Patrice Ossona de Mendez, Pierre Rosenstiehl, Bernard Vatant","A Formal Model for Topic Maps",69-83,2002,,http://dx.doi.org/10.1007/3-540-48005-6_8,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Research Track Paper",,EOL
"Guus Schreiber, Inger I. Blok, Daan Carlier, Wouter P. C. van Gent, Jair Hokstam, Uri Roos","A Mini-experiment in Semantic Annotation",404-408,2002,,http://dx.doi.org/10.1007/3-540-48005-6_32,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Position Paper",,EOL
"Andy Seaborne","An RDF NetAPI",399-403,2002,,http://dx.doi.org/10.1007/3-540-48005-6_31,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Position Paper",,EOL
"Andreas Eberhart","Automatic Generation of Java/SQL Based Inference Engines from RDF Schema and RuleML",102-116,2002,,http://dx.doi.org/10.1007/3-540-48005-6_10,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Research Track Paper",,EOL
"Aimilia Magkanaraki, Sofia Alexaki, Vassilis Christophides, Dimitris Plexousakis","Benchmarking RDF Schemas for the Semantic Web",132-146,2002,,http://dx.doi.org/10.1007/3-540-48005-6_12,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Research Track Paper",,EOL
"Joachim Peer","Bringing Together Semantic Web and Web Services",279-291,2002,,http://dx.doi.org/10.1007/3-540-48005-6_22,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Research Track Paper",,EOL
"Terry R. Payne, Rahul Singh, Katia P. Sycara","Browsing Schedules - An Agent-Based Approach to Navigating the Semantic Web",469-474,2002,,http://dx.doi.org/10.1007/3-540-48005-6_42,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"System Descriptions",,EOL
"Peter F. Patel-Schneider, Jérôme Siméon","Building the Semantic Web on XML",147-161,2002,,http://dx.doi.org/10.1007/3-540-48005-6_13,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Research Track Paper",,EOL
"Michele Missikoff, Francesco Taglino","Business and Enterprise Ontology Management with SymOntoX",442-447,2002,,http://dx.doi.org/10.1007/3-540-48005-6_38,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"System Descriptions",,EOL
"Gangmin Li, Victoria S. Uren, Enrico Motta, Simon Buckingham Shum, John Domingue","ClaiMaker: Weaving a Semantic Web of Research Papers",436-441,2002,,http://dx.doi.org/10.1007/3-540-48005-6_37,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"System Descriptions",,EOL
"Anupriya Ankolekar, Frank Huch, Katia P. Sycara","Concurrent Execution Semantics of DAML-S with Subtypes",318-332,2002,,http://dx.doi.org/10.1007/3-540-48005-6_25,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Research Track Paper",,EOL
"Kenneth Baclawski, Mieczyslaw M. Kokar, Richard J. Waldinger, Paul A. Kogut","Consistency Checking of Semantic Web Ontologies",454-459,2002,,http://dx.doi.org/10.1007/3-540-48005-6_40,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"System Descriptions",,EOL
"Mark H. Burstein, Jerry R. Hobbs, Ora Lassila, David L. Martin, Drew V. McDermott, Sheila A. McIlraith, Srini Narayanan, Massimo Paolucci, Terry R. Payne, Katia P. Sycara","DAML-S: Web Service Description for the Semantic Web",348-363,2002,,http://dx.doi.org/10.1007/3-540-48005-6_27,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Research Track Paper",,EOL
"Brian McBride","Four Steps Towards the Widespread Adoption of a Semantic Web",419-422,2002,,http://dx.doi.org/10.1007/3-540-48005-6_35,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Position Paper",,EOL
"Marek Hatala, Griff Richards","Global vs. Community Metadata Standards: Empowering Users for Knowledge Exchange",292-306,2002,,http://dx.doi.org/10.1007/3-540-48005-6_23,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Research Track Paper",,EOL
"Borys Omelayenko","Integrating Vocabularies: Discovering and Representing Vocabulary Maps",206-220,2002,,http://dx.doi.org/10.1007/3-540-48005-6_17,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Research Track Paper",,EOL
"Stefan Haustein, Jörg Pleumann","Is Participation in the Semantic Web Too Difficult?",448-453,2002,,http://dx.doi.org/10.1007/3-540-48005-6_39,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"System Descriptions",,EOL
"Peter F. Patel-Schneider, Dieter Fensel","Layering the Semantic Web: Problems and Directions",16-29,2002,,http://dx.doi.org/10.1007/3-540-48005-6_4,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Research Track Paper",,EOL
"Jeremy J. Carroll","Matching RDF Graphs",5-15,2002,,http://dx.doi.org/10.1007/3-540-48005-6_3,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Research Track Paper",,EOL
"Grigoris Antoniou","Nonmonotonic Rule Systems on Top of Ontology Layers",394-398,2002,,http://dx.doi.org/10.1007/3-540-48005-6_30,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Position Paper",,EOL
"Jaap Kamps, Maarten Marx","Notions of Indistinguishability for Semantic Web Languages",30-38,2002,,http://dx.doi.org/10.1007/3-540-48005-6_5,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Research Track Paper",,EOL
"York Sure, Michael Erdmann, Jürgen Angele, Steffen Staab, Rudi Studer, Dirk Wenke","OntoEdit: Collaborative Ontology Development for the Semantic Web",221-235,2002,,http://dx.doi.org/10.1007/3-540-48005-6_18,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Research Track Paper",,EOL
"Bernd Amann, Catriel Beeri, Irini Fundulaki, Michel Scholl","Ontology-Based Integration of XML Web Resources",117-131,2002,,http://dx.doi.org/10.1007/3-540-48005-6_11,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Research Track Paper",,EOL
"Steven R. Newcomb","Preemptive Reification",414-418,2002,,http://dx.doi.org/10.1007/3-540-48005-6_34,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Position Paper",,EOL
"Ian Horrocks, Sergio Tessaris","Querying the Semantic Web: A Formal Approach",177-191,2002,,http://dx.doi.org/10.1007/3-540-48005-6_15,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Research Track Paper",,EOL
"Drew V. McDermott, Dejing Dou","Representing Disjunction and Quantifiers in RDF",250-263,2002,,http://dx.doi.org/10.1007/3-540-48005-6_20,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Research Track Paper",,EOL
"Alexander Felfernig, Gerhard Friedrich, Dietmar Jannach, Markus Zanker","Semantic Configuration Web Services in the CAWICOMS Project",192-205,2002,,http://dx.doi.org/10.1007/3-540-48005-6_16,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Research Track Paper",,EOL
"Massimo Paolucci, Takahiro Kawamura, Terry R. Payne, Katia P. Sycara","Semantic Matching of Web Services Capabilities",333-347,2002,,http://dx.doi.org/10.1007/3-540-48005-6_26,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Research Track Paper",,EOL
"Dieter Fensel, Christoph Bussler, Alexander Maedche","Semantic Web Enabled Web Services",1-2,2002,,http://dx.doi.org/10.1007/3-540-48005-6_1,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Invited Talk Paper",,EOL
"Jeen Broekstra, Arjohn Kampman, Frank van Harmelen","Sesame: A Generic Architecture for Storing and Querying RDF and RDF Schema",54-68,2002,,http://dx.doi.org/10.1007/3-540-48005-6_7,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Research Track Paper",,EOL
"Dan Brickley, S. Buswell, B. M. Matthews, L. Miller, D. Reynolds, Michael D. Wilson","SWAD-Europe: Semantic Web Advanced Development in Europe",409-413,2002,,http://dx.doi.org/10.1007/3-540-48005-6_33,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Position Paper",,EOL
"Ora Lassila","Taking the RDF Model Theory Out for a Spin",307-317,2002,,http://dx.doi.org/10.1007/3-540-48005-6_24,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Research Track Paper",,EOL
"Carl Kesselman","The Grid, Grid Services and the Semantic Web: Technologies and Opportunities",3-4,2002,,http://dx.doi.org/10.1007/3-540-48005-6_2,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Invited Talk Paper",,EOL
"Michele Missikoff, Roberto Navigli, Paola Velardi","The Usable Ontology: An Environment for Building and Assessing a Domain Ontology",39-53,2002,,http://dx.doi.org/10.1007/3-540-48005-6_6,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Research Track Paper",,EOL
"Libby Miller, Andy Seaborne, Alberto Reggiori","Three Implementations of SquishQL, a Simple RDF Query Language",423-435,2002,,http://dx.doi.org/10.1007/3-540-48005-6_36,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"System Descriptions",,EOL
"Wolfgang Nejdl, Wolf Siberski, Bernd Simon, Julien Tane","Towards a Modification Exchange Language for Distributed RDF Repositories",236-249,2002,,http://dx.doi.org/10.1007/3-540-48005-6_19,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Research Track Paper",,EOL
"Abraham Bernstein, Mark Klein","Towards High-Precision Service Retrieval",84-101,2002,,http://dx.doi.org/10.1007/3-540-48005-6_9,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Research Track Paper",,EOL
"Bettina Berendt, Andreas Hotho, Gerd Stumme","Towards Semantic Web Mining",264-278,2002,,http://dx.doi.org/10.1007/3-540-48005-6_21,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Research Track Paper",,EOL
"Michael Sintek, Stefan Decker","TRIPLE - A Query, Inference, and Transformation Language for the Semantic Web",364-378,2002,,http://dx.doi.org/10.1007/3-540-48005-6_28,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Research Track Paper",,EOL
"Yolanda Gil, Varun Ratnakar","Trusting Information Sources One Citizen at a Time",162-176,2002,,http://dx.doi.org/10.1007/3-540-48005-6_14,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Research Track Paper",,EOL
"Mark A. Whiting, Nick Cramer","WebTheme™: Understanding Web Information through Visual Analytics",460-468,2002,,http://dx.doi.org/10.1007/3-540-48005-6_41,http://data.semanticweb.org/conference/iswc/2002/proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"System Descriptions",,EOL
"Chris van Aart, Bob Wielinga, Wouter Jansweijer, Anjo Anjewierden","Intelligent Brokering on the Web",,2002,http://iswc2002.semanticweb.org/posters/van-aart.pdf,,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Poster Paper",,EOL
"Marie-Helene Abel, Dominique Lenne, Omar Cisse","Learning Organizational Memory",,2002,http://iswc2002.semanticweb.org/posters/abel.pdf,,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Poster Paper",,EOL
"Jun-ichi Akahani, Kaoru Hiramatsu, Kiyoshi Kogure","Approximate Ontology Translation and its Application to Regional Information Services",,2002,http://iswc2002.semanticweb.org/posters/akahani_a4.pdf,,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Poster Paper",,EOL
"Muthukkaruppan Annamalai, Lito Cruz, Leon Sterling, Glenn Moloney","Adding Semantics to Scientific Collaboration Documents",,2002,http://iswc2002.semanticweb.org/posters/annamalai.pdf,,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Poster Paper",,EOL
"L. Ardissono, A. Goy, G. Petrone","Web Service Enablement for B2C Interactions",,2002,http://iswc2002.semanticweb.org/posters/goy.pdf,,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Poster Paper",,EOL
"Daniel Ayers","Svolgo: A Graph Framework",,2002,http://iswc2002.semanticweb.org/posters/ayers.pdf,,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Poster Paper",,EOL
"Francesco Maria Aymerich, Nicoletta Dessi, Barbara Pes","Semantic Web and learning environments",,2002,http://iswc2002.semanticweb.org/posters/aymerich.pdf,,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Poster Paper",,EOL
"Sean Bechhofer, Carole Goble, Les Carr, Simon Kampa","COHSE: Semantic Web Gives a Better Deal for the Whole Web?",,2002,http://iswc2002.semanticweb.org/posters/bechhofer.pdf,,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Poster Paper",,EOL
"Margarita Bradley, Luis Llana, Narciso Marti-Oliet, Tomas Robles, Joaquin Salvachua, Alberto Verdejo","Giving semantics to RDF by mapping into rewriting logic",,2002,http://iswc2002.semanticweb.org/posters/verdejo.pdf,,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Poster Paper",,EOL
"Cesar Carranza, Dieter Fensel","Integrating Metadata Standards, Ontologies and the Web Services Model for Information Mediators",,2002,http://iswc2002.semanticweb.org/posters/carranza.pdf,,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Poster Paper",,EOL
"Pablo Castells, Jose A. Macias","Context-Sensitive User Interface Support for Ontology-Based Web Applications",,2002,http://iswc2002.semanticweb.org/posters/castells-macias_a4.pdf,,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Poster Paper",,EOL
"Fabio Ciravegna, Alexiei Dingli, Daniela Petrelli","Melita: Active Document Enrichment using Adaptive Information Extraction from Text",,2002,http://iswc2002.semanticweb.org/posters/ciravegna_a4.pdf,,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Poster Paper",,EOL
"V. Richard Benjamins, Jesus Contreras, Oscar Corcho, Asuncion Gomez-Perez","Six Challenges for the Semantic Web",,2002,http://iswc2002.semanticweb.org/posters/VR_Benjamins.pdf,,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Poster Paper",,EOL
"Jaime Delgado, Isabel Gallego, Roberto Garcia, Rosa Gil","An Ontology for Intellectual Property Rights: IPROnto",,2002,http://iswc2002.semanticweb.org/posters/delgado_a4.pdf,,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Poster Paper",,EOL
"Schahram Dustdar, Harald Gall, Gerald Reif, Klaus Niederacher, Alexander Wahler","CONTESSA: A CONTEnt Semantic Service Agent",,2002,http://iswc2002.semanticweb.org/posters/gall.pdf,,http://data.semanticweb.org/conference/iswc/2002/poster-proceedings,,,,,http://data.semanticweb.org/conference/iswc/2002,"Poster Paper",,EOL
